"Time,ms",3,5,6,6,6,15,17,17
50,-10.49611637,1.66E-06,-20.09115269,-3.92E-06,-6.18E-06,14.15964471,1.26E-05,8.04E-06
50.5,-7.298751825,3.88E-06,-12.7411231,-9.71E-07,-2.56E-06,17.79275954,1.45E-05,1.02E-05
51,-4.092751169,6.05E-06,-5.472254088,1.93E-06,9.80E-07,21.282538,1.62E-05,1.23E-05
51.5,-0.898562746,8.16E-06,1.672490725,4.77E-06,4.43E-06,24.60840915,1.79E-05,1.43E-05
52,2.263689112,1.02E-05,8.651973076,7.54E-06,7.78E-06,27.75160829,1.94E-05,1.63E-05
52.5,5.374393822,1.21E-05,15.42724021,1.02E-05,1.10E-05,30.69532977,2.07E-05,1.81E-05
53,8.414635886,1.40E-05,21.96186688,1.28E-05,1.41E-05,33.42485797,2.20E-05,1.98E-05
53.5,11.36636456,1.57E-05,28.22225179,1.52E-05,1.70E-05,35.92770008,2.31E-05,2.13E-05
54,14.21255729,1.72E-05,34.17789048,1.75E-05,1.97E-05,38.19364792,2.40E-05,2.27E-05
54.5,16.93736704,1.87E-05,39.80160909,1.97E-05,2.22E-05,40.21485438,2.48E-05,2.40E-05
55,19.52625826,2.00E-05,45.06975165,2.17E-05,2.46E-05,41.98586612,2.55E-05,2.52E-05
55.5,21.96612149,2.11E-05,49.96234566,2.36E-05,2.68E-05,43.50361269,2.60E-05,2.62E-05
56,24.24538252,2.20E-05,54.46318391,2.53E-05,2.87E-05,44.76739923,2.64E-05,2.70E-05
56.5,26.35407691,2.28E-05,58.5599264,2.68E-05,3.04E-05,45.77884829,2.66E-05,2.78E-05
57,28.2839228,2.34E-05,62.24409299,2.81E-05,3.19E-05,46.54183431,2.67E-05,2.83E-05
57.5,30.02837002,2.38E-05,65.51105616,2.93E-05,3.33E-05,47.06237814,2.67E-05,2.88E-05
58,31.58261825,2.41E-05,68.35998647,3.03E-05,3.43E-05,47.34851609,2.66E-05,2.91E-05
58.5,32.94362978,2.42E-05,70.79372881,3.11E-05,3.52E-05,47.41017983,2.63E-05,2.92E-05
59,34.11011858,2.41E-05,72.81870057,3.18E-05,3.59E-05,47.2590109,2.59E-05,2.92E-05
59.5,35.08252485,2.38E-05,74.44467337,3.23E-05,3.64E-05,46.90820424,2.55E-05,2.92E-05
60,35.86295134,2.34E-05,75.68459114,3.26E-05,3.67E-05,46.37229358,2.49E-05,2.90E-05
60.5,36.45511242,2.28E-05,76.55432273,3.28E-05,3.69E-05,45.66696953,2.43E-05,2.86E-05
61,36.86424316,2.21E-05,77.07238547,3.28E-05,3.69E-05,44.80884309,2.36E-05,2.82E-05
61.5,37.09701559,2.13E-05,77.25969044,3.27E-05,3.67E-05,43.81524923,2.28E-05,2.77E-05
62,37.16140054,2.03E-05,77.13917876,3.25E-05,3.64E-05,42.70401041,2.20E-05,2.72E-05
62.5,37.06657299,1.92E-05,76.73556684,3.21E-05,3.60E-05,41.49322194,2.12E-05,2.65E-05
63,36.82275928,1.80E-05,76.07493899,3.17E-05,3.54E-05,40.20102278,2.03E-05,2.58E-05
63.5,36.44110257,1.68E-05,75.18446364,3.12E-05,3.48E-05,38.84539547,1.94E-05,2.51E-05
64,35.93351721,1.55E-05,74.09203681,3.05E-05,3.40E-05,37.44394417,1.85E-05,2.43E-05
64.5,35.3125215,1.41E-05,72.8259256,2.98E-05,3.33E-05,36.01370554,1.76E-05,2.34E-05
65,34.59109575,1.27E-05,71.41445531,2.91E-05,3.24E-05,34.57096682,1.67E-05,2.26E-05
65.5,33.7825004,1.12E-05,69.8856602,2.83E-05,3.15E-05,33.13108391,1.58E-05,2.17E-05
66,32.90015593,9.78E-06,68.26699973,2.74E-05,3.06E-05,31.70835407,1.50E-05,2.08E-05
66.5,31.95744648,8.33E-06,66.58506754,2.65E-05,2.97E-05,30.31584856,1.41E-05,1.99E-05
67,30.96759974,6.90E-06,64.86528582,2.56E-05,2.87E-05,28.96532715,1.33E-05,1.90E-05
67.5,29.94353235,5.50E-06,63.13168706,2.47E-05,2.78E-05,27.66711987,1.25E-05,1.81E-05
68,28.89770803,4.15E-06,61.40668847,2.38E-05,2.68E-05,26.43007429,1.18E-05,1.72E-05
68.5,27.84202297,2.85E-06,59.71089195,2.29E-05,2.59E-05,25.26148819,1.10E-05,1.63E-05
69,26.78768396,1.61E-06,58.06292393,2.21E-05,2.50E-05,24.1670914,1.03E-05,1.55E-05
69.5,25.74510472,4.53E-07,56.47928629,2.12E-05,2.42E-05,23.15102938,9.68E-06,1.47E-05
70,24.72381675,-6.24E-07,54.97428356,2.04E-05,2.34E-05,22.21588875,9.06E-06,1.38E-05
70.5,23.73239477,-1.61E-06,53.55993198,1.95E-05,2.26E-05,21.36272087,8.46E-06,1.31E-05
71,22.77838939,-2.50E-06,52.24592314,1.88E-05,2.19E-05,20.59110557,7.90E-06,1.23E-05
71.5,21.86828169,-3.29E-06,51.03963485,1.80E-05,2.12E-05,19.89921839,7.35E-06,1.15E-05
72,21.00745587,-3.97E-06,49.94614574,1.73E-05,2.06E-05,19.28392703,6.83E-06,1.08E-05
72.5,20.20017746,-4.55E-06,48.96827886,1.67E-05,2.00E-05,18.74089503,6.33E-06,1.01E-05
73,19.44958967,-5.02E-06,48.10671817,1.61E-05,1.95E-05,18.26470361,5.85E-06,9.44E-06
73.5,18.75772978,-5.39E-06,47.36007759,1.55E-05,1.90E-05,17.8489754,5.37E-06,8.78E-06
74,18.12555456,-5.65E-06,46.72507202,1.50E-05,1.85E-05,17.48653267,4.90E-06,8.13E-06
74.5,17.55298217,-5.80E-06,46.19664105,1.45E-05,1.81E-05,17.16952829,4.44E-06,7.49E-06
75,17.03893759,-5.86E-06,45.76814172,1.40E-05,1.77E-05,16.88961129,3.97E-06,6.86E-06
75.5,16.58142355,-5.82E-06,45.43152681,1.36E-05,1.74E-05,16.63807961,3.49E-06,6.24E-06
76,16.17759517,-5.70E-06,45.17754496,1.32E-05,1.70E-05,16.40603477,3.01E-06,5.62E-06
76.5,15.82383811,-5.49E-06,44.99595889,1.28E-05,1.67E-05,16.18454553,2.52E-06,5.01E-06
77,15.51585774,-5.21E-06,44.87574552,1.25E-05,1.64E-05,15.96478978,2.01E-06,4.39E-06
77.5,15.24878189,-4.87E-06,44.80533971,1.22E-05,1.61E-05,15.738211,1.48E-06,3.77E-06
78,15.01726365,-4.47E-06,44.77281982,1.19E-05,1.58E-05,15.49664739,9.31E-07,3.15E-06
78.5,14.81557592,-4.02E-06,44.76614413,1.16E-05,1.55E-05,15.23246283,3.64E-07,2.52E-06
79,14.63772969,-3.54E-06,44.7733546,1.13E-05,1.52E-05,14.93866421,-2.24E-07,1.88E-06
79.5,14.4775704,-3.03E-06,44.78277333,1.10E-05,1.49E-05,14.60900694,-8.32E-07,1.23E-06
80,14.32889167,-2.50E-06,44.78318806,1.07E-05,1.45E-05,14.23808226,-1.46E-06,5.75E-07
80.5,14.18553074,-1.96E-06,44.76401955,1.05E-05,1.42E-05,13.82139362,-2.11E-06,-8.95E-08
81,14.04147406,-1.43E-06,44.71549983,1.02E-05,1.38E-05,13.35541674,-2.77E-06,-7.62E-07
81.5,13.89094268,-9.01E-07,44.62877769,9.93E-06,1.34E-05,12.83763777,-3.45E-06,-1.44E-06
82,13.72848328,-3.95E-07,44.49606422,9.65E-06,1.30E-05,12.26658696,-4.14E-06,-2.13E-06
82.5,13.54904816,8.13E-08,44.31072011,9.36E-06,1.26E-05,11.64184232,-4.83E-06,-2.82E-06
83,13.34806075,5.22E-07,44.06732842,9.06E-06,1.21E-05,10.96402502,-5.53E-06,-3.51E-06
83.5,13.12148106,9.18E-07,43.76175639,8.76E-06,1.17E-05,10.23477489,-6.23E-06,-4.21E-06
84,12.86585575,1.26E-06,43.39118459,8.44E-06,1.12E-05,9.456715816,-6.92E-06,-4.89E-06
84.5,12.57835902,1.55E-06,42.95412145,8.12E-06,1.07E-05,8.633399375,-7.59E-06,-5.58E-06
85,12.25682354,1.78E-06,42.4503778,7.80E-06,1.01E-05,7.769241165,-8.26E-06,-6.25E-06
85.5,11.89975774,1.95E-06,41.88105959,7.46E-06,9.59E-06,6.869441222,-8.89E-06,-6.91E-06
86,11.50635671,2.04E-06,41.24849147,7.13E-06,9.05E-06,5.9398958,-9.51E-06,-7.55E-06
86.5,11.07650132,2.06E-06,40.55616591,6.79E-06,8.50E-06,4.987099146,-1.01E-05,-8.17E-06
87,10.61074181,2.01E-06,39.80864858,6.45E-06,7.95E-06,4.018037998,-1.06E-05,-8.77E-06
87.5,10.11028053,1.88E-06,39.01148011,6.12E-06,7.41E-06,3.040080628,-1.11E-05,-9.34E-06
88,9.576937373,1.68E-06,38.17105244,5.79E-06,6.87E-06,2.060860425,-1.16E-05,-9.87E-06
88.5,9.013110684,1.41E-06,37.29450691,5.47E-06,6.35E-06,1.088158001,-1.20E-05,-1.04E-05
89,8.421729035,1.06E-06,36.38957787,5.15E-06,5.85E-06,0.129783572,-1.23E-05,-1.08E-05
89.5,7.806198482,6.50E-07,35.46446533,4.86E-06,5.38E-06,-0.806540243,-1.26E-05,-1.13E-05
90,7.170337994,1.70E-07,34.52769306,4.58E-06,4.93E-06,-1.71329259,-1.28E-05,-1.16E-05
90.5,6.51831806,-3.72E-07,33.58795948,4.32E-06,4.51E-06,-2.583263495,-1.30E-05,-1.20E-05
91,5.854590199,-9.72E-07,32.65398482,4.08E-06,4.13E-06,-3.409657438,-1.31E-05,-1.23E-05
91.5,5.183812846,-1.63E-06,31.73439836,3.86E-06,3.79E-06,-4.186187653,-1.31E-05,-1.25E-05
92,4.510781764,-2.33E-06,30.8375711,3.68E-06,3.49E-06,-4.907164566,-1.30E-05,-1.27E-05
92.5,3.840351837,-3.07E-06,29.97150114,3.52E-06,3.23E-06,-5.567570042,-1.29E-05,-1.28E-05
93,3.177367944,-3.85E-06,29.14370089,3.39E-06,3.02E-06,-6.163123999,-1.28E-05,-1.29E-05
93.5,2.526591288,-4.66E-06,28.36107524,3.29E-06,2.86E-06,-6.690338068,-1.25E-05,-1.29E-05
94,1.892631417,-5.49E-06,27.62982695,3.22E-06,2.75E-06,-7.146556982,-1.22E-05,-1.29E-05
94.5,1.279881189,-6.34E-06,26.95538205,3.19E-06,2.69E-06,-7.529985396,-1.19E-05,-1.29E-05
95,0.692457263,-7.20E-06,26.34230623,3.19E-06,2.68E-06,-7.839706086,-1.15E-05,-1.28E-05
95.5,0.134144472,-8.06E-06,25.79426473,3.22E-06,2.71E-06,-8.075678124,-1.10E-05,-1.26E-05
96,-0.391652094,-8.92E-06,25.31396967,3.28E-06,2.79E-06,-8.238731425,-1.06E-05,-1.24E-05
96.5,-0.881949461,-9.78E-06,24.90316729,3.37E-06,2.92E-06,-8.330539458,-1.00E-05,-1.22E-05
97,-1.334221338,-1.06E-05,24.56262882,3.49E-06,3.08E-06,-8.353588782,-9.47E-06,-1.20E-05
97.5,-1.746425482,-1.14E-05,24.29215056,3.64E-06,3.29E-06,-8.311126294,-8.90E-06,-1.17E-05
98,-2.117023314,-1.22E-05,24.09059016,3.81E-06,3.53E-06,-8.207111932,-8.30E-06,-1.14E-05
98.5,-2.444990969,-1.30E-05,23.95589217,4.01E-06,3.79E-06,-8.046144103,-7.69E-06,-1.11E-05
99,-2.729824018,-1.38E-05,23.88514622,4.22E-06,4.09E-06,-7.833394193,-7.08E-06,-1.08E-05
99.5,-2.971532695,-1.45E-05,23.87464883,4.45E-06,4.41E-06,-7.574517895,-6.47E-06,-1.05E-05
100,-3.170631089,-1.51E-05,23.91997805,4.70E-06,4.74E-06,-7.275576081,-5.86E-06,-1.01E-05
